country	Malawi	-13.254308	34.301525
country	Mexico	23.634501	-102.552784
country	Malaysia	4.210484	101.975766
country	Mozambique	-18.665695	35.529562
country	Namibia	-22.95764	18.49041
country	New Caledonia	-20.904305	165.618042
country	Niger	17.607789	8.081666
country	Norfolk Island	-29.040835	167.954712
country	Nigeria	9.081999	8.675277
country	Nicaragua	12.865416	-85.207229
country	Netherlands	52.132633	5.291266
country	Norway	60.472024	8.468946
country	Nepal	28.394857	84.124008
country	Nauru	-0.522778	166.931503
country	Niue	-19.054445	-169.867233
country	New Zealand	-40.900557	174.885971
country	Oman	21.512583	55.923255
country	Panama	8.537981	-80.782127
country	Peru	-9.189967	-75.015152
country	French Polynesia	-17.679742	-149.406843
country	Papua New Guinea	-6.314993	143.95555
country	Philippines	12.879721	121.774017
country	Pakistan	30.375321	69.345116
country	Poland	51.919438	19.145136
country	Saint Pierre and Miquelon	46.941936	-56.27111
country	Pitcairn Islands	-24.703615	-127.439308
country	Puerto Rico	18.220833	-66.590149
country	Palestinian Territories	31.952162	35.233154
country	Portugal	39.399872	-8.224454
country	Palau	7.51498	134.58252
country	Paraguay	-23.442503	-58.443832
country	Qatar	25.354826	51.183884
country	Réunion	-21.115141	55.536384
country	Romania	45.943161	24.96676
country	Serbia	44.016521	21.005859
country	Russia	61.52401	105.318756
country	Rwanda	-1.940278	29.873888
country	Saudi Arabia	23.885942	45.079162
country	Solomon Islands	-9.64571	160.156194
country	Seychelles	-4.679574	55.491977
country	Sudan	12.862807	30.217636
country	Sweden	60.128161	18.643501
country	Singapore	1.352083	103.819836
country	Saint Helena	-24.143474	-10.030696
country	Slovenia	46.151241	14.995463
country	Svalbard and Jan Mayen	77.553604	23.670272
country	Slovakia	48.669026	19.699024
country	Sierra Leone	8.460555	-11.779889
country	San Marino	43.94236	12.457777
country	Senegal	14.497401	-14.452362
country	Somalia	5.152149	46.199616
country	Suriname	3.919305	-56.027783
country	São Tomé and Príncipe	0.18636	6.613081
country	El Salvador	13.794185	-88.89653
country	Syria	34.802075	38.996815
country	Swaziland	-26.522503	31.465866
country	Turks and Caicos Islands	21.694025	-71.797928
country	Chad	15.454166	18.732207
country	French Southern Territories	-49.280366	69.348557
country	Togo	8.619543	0.824782
country	Thailand	15.870032	100.992541
country	Tajikistan	38.861034	71.276093
country	Tokelau	-8.967363	-171.855881
country	Timor-Leste	-8.874217	125.727539
country	Turkmenistan	38.969719	59.556278
country	Tunisia	33.886917	9.537499
country	Tonga	-21.178986	-175.198242
country	Turkey	38.963745	35.243322
country	Trinidad and Tobago	10.691803	-61.222503
country	Tuvalu	-7.109535	177.64933
country	Taiwan	23.69781	120.960515
country	Tanzania	-6.369028	34.888822
country	Ukraine	48.379433	31.16558
country	Uganda	1.373333	32.290275
country	USA	37.09024	-95.712891
country	Uruguay	-32.522779	-55.765835
country	Uzbekistan	41.377491	64.585262
country	Vatican City	41.902916	12.453389
country	Saint Vincent and the Grenadines	12.984305	-61.287228
country	Venezuela	6.42375	-66.58973
country	British Virgin Islands	18.420695	-64.639968
country	U.S. Virgin Islands	18.335765	-64.896335
country	Vietnam	14.058324	108.277199
country	Vanuatu	-15.376706	166.959158
country	Wallis and Futuna	-13.768752	-177.156097
country	Samoa	-13.759029	-172.104629
country	Kosovo	42.602636	20.902977
country	Yemen	15.552727	48.516388
country	Mayotte	-12.8275	45.166244
country	South Africa	-30.559482	22.937506
country	Zambia	-13.133897	27.849332
country	Zimbabwe	-19.015438	29.154857
